date;rr;ticker;period
2022-04-26;-0.1299278575282087;TSLA;p1
2022-04-27;0.005790878918745771;TSLA;p1
2022-04-28;-0.004548029513557434;TSLA;p1
2022-04-29;-0.007721957937068309;TSLA;p1
2022-05-02;0.03628977282780161;TSLA;p1
2022-05-03;0.006963974902024329;TSLA;p1
2022-05-04;0.04659599279666411;TSLA;p1
2022-05-05;-0.08695990905101429;TSLA;p1
2022-05-06;-0.00877557365586079;TSLA;p1
2022-05-09;-0.0951126361970946;TSLA;p1
2022-05-10;0.016293707630266798;TSLA;p1
2022-05-11;-0.08615264955046516;TSLA;p1
2022-05-12;-0.008207980246495447;TSLA;p1
2022-05-13;0.05555683158900242;TSLA;p1
2022-05-16;-0.06055559591829793;TSLA;p1
2022-05-17;0.050132289582274676;TSLA;p1
2022-05-18;-0.07043726926027942;TSLA;p1
2022-05-19;-0.0005496144580126333;TSLA;p1
2022-05-20;-0.06631616117599509;TSLA;p1
2022-05-23;0.016432950581559483;TSLA;p1
2022-05-24;-0.07176955888757142;TSLA;p1
2022-05-25;0.04762508488803113;TSLA;p1
2022-05-26;0.07164265445291097;TSLA;p1
2022-05-27;0.0707688185938516;TSLA;p1
2022-05-31;-0.0018051917677216725;TSLA;p1
2022-06-01;-0.023876273341224673;TSLA;p1
2022-06-02;0.04571303469577831;TSLA;p1
2022-06-03;-0.09672413884722543;TSLA;p1
2022-06-06;0.01591980642197778;TSLA;p1
2022-06-07;0.002542820180630796;TSLA;p1
2022-06-08;0.012397350726358317;TSLA;p1
2022-06-09;-0.008970671737446728;TSLA;p1
2022-06-10;-0.0316877053198606;TSLA;p1
2022-06-13;-0.07366972655880115;TSLA;p1
2022-06-14;0.023606322357198544;TSLA;p1
2022-06-15;0.0533736162801124;TSLA;p1
2022-06-16;-0.08927688581957327;TSLA;p1
2022-06-17;0.017029157609637507;TSLA;p1
2022-06-21;0.08942411634475682;TSLA;p1
2022-06-22;-0.004015858661335937;TSLA;p1
2022-06-23;-0.0043156097521520964;TSLA;p1
2022-06-24;0.04425503260828766;TSLA;p1
2022-06-27;-0.003206786761701394;TSLA;p1
2022-06-28;-0.05133914578061633;TSLA;p1
2022-06-29;-0.018100003611393488;TSLA;p1
2022-06-30;-0.0177355774717728;TSLA;p1
2022-07-01;0.012352524133575146;TSLA;p1
2022-07-05;0.025215114905161356;TSLA;p1
2022-07-06;-0.00573722846648063;TSLA;p1
2022-07-07;0.05380522947187794;TSLA;p1
2022-07-08;0.02511707828484195;TSLA;p1
2022-07-11;-0.06772231414560198;TSLA;p1
2022-07-12;-0.005448427397798375;TSLA;p1
2022-07-13;0.016890005886123306;TSLA;p1
2022-07-14;0.005357484236889209;TSLA;p1
2022-07-15;0.007330299130864308;TSLA;p1
2022-07-18;0.001997430616818738;TSLA;p1
2022-07-19;0.020505045463666282;TSLA;p1
2022-07-20;0.007991447618970264;TSLA;p1
2022-07-21;0.09331246499887616;TSLA;p1
2022-07-22;0.0019732780255828208;TSLA;p1
2022-07-25;-0.014093787954092982;TSLA;p1
2022-07-26;-0.0363152186530825;TSLA;p1
2022-07-27;0.05982904612856656;TSLA;p1
2022-07-28;0.021882347827174065;TSLA;p1
2022-07-29;0.056238328890716484;TSLA;p1
2022-08-01;0.0004262206792024022;TSLA;p1
2022-08-02;0.011072869479979633;TSLA;p1
2022-08-03;0.022402858626649376;TSLA;p1
2022-08-04;0.004014952135593356;TSLA;p1
2022-08-05;-0.0686033118290163;TSLA;p1
2022-08-08;0.007789020718917544;TSLA;p1
2022-08-09;-0.0247155543645267;TSLA;p1
2022-08-10;0.03816806100817755;TSLA;p1
2022-08-11;-0.026599955270312264;TSLA;p1
2022-08-12;0.045690263130780645;TSLA;p1
2022-08-15;0.030493897831355556;TSLA;p1
2022-08-16;-0.008952025876518947;TSLA;p1
2022-08-17;-0.008407578354357605;TSLA;p1
2022-08-18;-0.0037131047703819653;TSLA;p1
2022-08-19;-0.02069451464936621;TSLA;p1
2022-08-22;-0.023027123255798403;TSLA;p1
2022-08-23;0.02230781558771273;TSLA;p1
2022-08-24;0.0021677745650455194;TSLA;p1
2022-08-25;-0.0034616690754643124;TSLA;p1
2022-08-26;-0.02732301898385137;TSLA;p1
2022-08-29;-0.011415491099770154;TSLA;p1
2022-08-30;-0.02531598923616216;TSLA;p1
2022-08-31;-0.007554668468041173;TSLA;p1
2022-09-01;0.005608200169827373;TSLA;p1
2022-09-02;-0.025395567131662106;TSLA;p1
2022-09-06;0.015460425583855752;TSLA;p1
2022-09-07;0.03325755641840769;TSLA;p1
2022-09-08;0.019408586563541073;TSLA;p1
2022-09-09;0.035389242849343666;TSLA;p1
2022-09-12;0.015693156705112052;TSLA;p1
2022-09-13;-0.041209445573060305;TSLA;p1
2022-09-14;0.035245873940170286;TSLA;p1
2022-09-15;0.0037601953268899466;TSLA;p1
2022-09-16;-0.0013177201460770078;TSLA;p1
2022-09-19;0.018680537647816527;TSLA;p1
2022-09-20;-0.001100668054834369;TSLA;p1
2022-09-21;-0.026021592607865372;TSLA;p1
2022-09-22;-0.041438568478665415;TSLA;p1
2022-09-23;-0.04703665354268194;TSLA;p1
2022-09-26;0.0024668028538151034;TSLA;p1
2022-09-27;0.024797737333229056;TSLA;p1
2022-09-28;0.017065662059063912;TSLA;p1
2022-09-29;-0.07053030781738932;TSLA;p1
2022-09-30;-0.011097446407076914;TSLA;p1
2022-10-03;-0.09008354847845335;TSLA;p1
2022-10-04;0.02862918608137619;TSLA;p1
2022-10-05;-0.035210184423729626;TSLA;p1
2022-10-06;-0.011191467132615623;TSLA;p1
2022-10-07;-0.06533110715825653;TSLA;p1
2022-10-10;-0.0004932430962923407;TSLA;p1
2022-10-11;-0.02940186584357689;TSLA;p1
2022-10-12;0.003412211010253521;TSLA;p1
2022-10-13;0.02041257160441261;TSLA;p1
2022-10-14;-0.07845410579918498;TSLA;p1
2022-10-17;0.06770743117966126;TSLA;p1
2022-10-18;0.003822165646732409;TSLA;p1
2022-10-19;0.008366694500343838;TSLA;p1
2022-10-20;-0.06878698522005931;TSLA;p1
2022-10-21;0.03395945997966481;TSLA;p1
2022-10-24;-0.014987724107085643;TSLA;p1
2022-10-25;0.051525211920993325;TSLA;p1
2022-10-26;0.009931639962148882;TSLA;p1
2022-10-27;0.0020011878357876823;TSLA;p1
2022-10-28;0.015123446596271723;TSLA;p1
2022-10-31;-0.004297734947231046;TSLA;p1
2022-11-01;0.0012298580156588981;TSLA;p1
2022-11-02;-0.05801089494975556;TSLA;p1
2022-11-03;0.0015338580999043428;TSLA;p1
2022-11-04;-0.03709208198225607;TSLA;p1
2022-11-07;-0.05137700982212229;TSLA;p1
2022-11-08;-0.029766854567743133;TSLA;p1
2022-11-09;-0.07436539035358274;TSLA;p1
2022-11-10;0.07132888823212645;TSLA;p1
2022-11-11;0.027155202242509627;TSLA;p1
2022-11-14;-0.02594999483044167;TSLA;p1
2022-11-15;0.018009160285334423;TSLA;p1
2022-11-16;-0.03934004993858786;TSLA;p1
2022-11-17;-0.020266034660649707;TSLA;p1
2022-11-18;-0.016402810087859467;TSLA;p1
2022-11-21;-0.07082202204033466;TSLA;p1
2022-11-22;0.012079065403443036;TSLA;p1
2022-11-23;0.07530952893106566;TSLA;p1
2022-11-25;-0.0018575995078746789;TSLA;p1
2022-11-28;0.00032805270562665304;TSLA;p1
2022-11-29;-0.011491515256992131;TSLA;p1
2022-11-30;0.07390252318127676;TSLA;p1
2022-12-01;0.0;TSLA;p1
2022-12-02;0.0008214584254523483;TSLA;p1
2022-12-05;-0.06580520897353867;TSLA;p1
2022-12-06;-0.01451975486845227;TSLA;p1
2022-12-07;-0.03267127201155782;TSLA;p1
2022-12-08;-0.003453386948248274;TSLA;p1
2022-12-09;0.03183338116095202;TSLA;p1
2022-12-12;-0.06477309340338366;TSLA;p1
2022-12-13;-0.04179828130131225;TSLA;p1
2022-12-14;-0.02612261140486262;TSLA;p1
2022-12-15;0.005533102257132837;TSLA;p1
2022-12-16;-0.04833680500131505;TSLA;p1
2022-12-19;-0.0023992055582815475;TSLA;p1
2022-12-20;-0.08396483835074355;TSLA;p1
2022-12-21;-0.0016704490129968075;TSLA;p1
2022-12-22;-0.09302311928148893;TSLA;p1
2022-12-23;-0.017706675474399133;TSLA;p1
2022-12-27;-0.12113825810398889;TSLA;p1
2022-12-28;0.032553261278161744;TSLA;p1
2022-12-29;0.07772640277207259;TSLA;p1
2022-12-30;0.011102159833173808;TSLA;p1
2023-01-03;-0.13058999220665155;TSLA;p1
2023-01-04;0.04997884108534127;TSLA;p1
2023-01-05;-0.02946907696009933;TSLA;p1
2023-01-06;0.02435215499827936;TSLA;p1
2023-01-09;0.057654579278002493;TSLA;p1
2023-01-10;-0.007711027963739906;TSLA;p1
2023-01-11;0.036109204525613114;TSLA;p1
2023-01-12;0.00275546279838757;TSLA;p1
2023-01-13;-0.009432465746951967;TSLA;p1
2023-01-17;0.07163646233055776;TSLA;p1
2023-01-18;-0.020825332244057446;TSLA;p1
2023-01-19;-0.012580752996881307;TSLA;p1
2023-01-20;0.04797727392320426;TSLA;p1
2023-01-23;0.07457364612008015;TSLA;p1
2023-01-24;0.0009734348560736818;TSLA;p1
2023-01-25;0.0037457958683397114;TSLA;p1
2023-01-26;0.1040650092615062;TSLA;p1
2023-01-27;0.10436164069972145;TSLA;p1
2023-01-30;-0.06526572943550507;TSLA;p1
2023-01-31;0.03860663902242871;TSLA;p1
2023-02-01;0.046197213190127824;TSLA;p1
2023-02-02;0.03711744228973266;TSLA;p1
2023-02-03;0.009041655543147504;TSLA;p1
2023-02-06;0.024849222136681733;TSLA;p1
2023-02-07;0.010470780820742525;TSLA;p1
2023-02-08;0.02250783702828191;TSLA;p1
2023-02-09;0.029516907690852447;TSLA;p1
2023-02-10;-0.05161833459581209;TSLA;p1
2023-02-13;-0.011493498714308886;TSLA;p1
2023-02-14;0.07237801403011461;TSLA;p1
2023-02-15;0.023567198213512965;TSLA;p1
2023-02-16;-0.058631243213632354;TSLA;p1
2023-02-17;0.030561678706295534;TSLA;p1
2023-02-21;-0.05394722804913025;TSLA;p1
2023-02-22;0.017528035977254008;TSLA;p1
2023-02-23;0.006006057267467943;TSLA;p1
2023-02-24;-0.02601977738759486;TSLA;p1
2023-02-27;0.05316324215501689;TSLA;p1
2023-02-28;-0.009290230436857878;TSLA;p1
2023-03-01;-0.014395089751065829;TSLA;p1
2023-03-02;-0.060322654091468045;TSLA;p1
2023-03-03;0.03545612908951283;TSLA;p1
2023-03-06;-0.02032754273314496;TSLA;p1
2023-03-07;-0.03198003067013721;TSLA;p1
2023-03-08;-0.03089156736881823;TSLA;p1
2023-03-09;-0.05117763786639216;TSLA;p1
2023-03-10;0.0030026831172517087;TSLA;p1
2023-03-13;0.005978365078895034;TSLA;p1
2023-03-14;0.04909578215581386;TSLA;p1
2023-03-15;-0.015452165385496644;TSLA;p1
2023-03-16;0.020188342220549882;TSLA;p1
2023-03-17;-0.021963216854791676;TSLA;p1
2023-03-20;0.01717250122413543;TSLA;p1
2023-03-21;0.07529223411697607;TSLA;p1
2023-03-22;-0.0330851466718186;TSLA;p1
2023-03-23;0.0055821275337720674;TSLA;p1
2023-03-24;-0.009460894526444498;TSLA;p1
2023-03-27;0.007325624786097459;TSLA;p1
2023-03-28;-0.013753472002494866;TSLA;p1
2023-03-29;0.0244876221590413;TSLA;p1
2023-03-30;0.0071949836717746535;TSLA;p1
2023-03-31;0.060504162532241994;TSLA;p1
2023-04-03;-0.06311918518816903;TSLA;p1
2023-04-04;-0.011307735857578558;TSLA;p1
2023-04-05;-0.03734894534323148;TSLA;p1
2023-04-06;-0.002482632348555218;TSLA;p1
2023-04-10;-0.0029764508462149673;TSLA;p1
2023-04-11;0.012281322445656457;TSLA;p1
2023-04-12;-0.03403263254550459;TSLA;p1
2023-04-13;0.029256539212836878;TSLA;p1
2023-04-14;-0.004853036816821088;TSLA;p1
2023-04-17;0.010966636750077955;TSLA;p1
2023-04-18;-0.014703352511066695;TSLA;p1
2023-04-19;-0.020389861131667686;TSLA;p1
2023-04-20;-0.10254036525166675;TSLA;p1
2023-04-21;0.012741333042302827;TSLA;p1
2023-04-24;-0.015444550452118741;TSLA;p1
2023-04-25;-0.011633104865311444;TSLA;p1
2023-04-26;-0.04402465397224694;TSLA;p1
2023-04-27;0.041032719267455574;TSLA;p1
2023-04-28;0.025394246651119615;TSLA;p1
2023-05-01;-0.015208459761728233;TSLA;p1
2023-05-02;-0.009436987371174365;TSLA;p1
2023-05-03;0.001869644402715088;TSLA;p1
2023-05-04;0.0036667412660127767;TSLA;p1
2023-05-05;0.05350549046047228;TSLA;p1
2023-05-08;0.01012145995502574;TSLA;p1
2023-05-09;-0.015486902413259212;TSLA;p1
2023-05-10;-0.003612788634512576;TSLA;p1
2023-05-11;0.020786425091438347;TSLA;p1
2023-05-12;-0.024114596337054404;TSLA;p1
2023-05-15;-0.009750860107846383;TSLA;p1
2023-05-16;0.0010214088288270423;TSLA;p1
2023-05-17;0.04313493317739194;TSLA;p1
2023-05-18;0.01727768584344739;TSLA;p1
2023-05-19;0.018206255962432197;TSLA;p1
2023-05-22;0.0473245988875953;TSLA;p1
2023-05-23;-0.016549549453013485;TSLA;p1
2023-05-24;-0.015569850375932186;TSLA;p1
2023-05-25;0.008547333224801432;TSLA;p1
2023-05-26;0.04608376548838008;TSLA;p1
2023-05-30;0.040530008769500823;TSLA;p1
2023-05-31;0.013676132280176065;TSLA;p1
2023-06-01;0.017450979367424225;TSLA;p1
2023-06-02;0.030608082827557156;TSLA;p1
2023-06-05;0.016868648629117366;TSLA;p1
2023-06-06;0.0168599499197107;TSLA;p1
2023-06-07;0.01462307267215497;TSLA;p1
2023-06-08;0.04480209933086133;TSLA;p1
2023-06-09;0.03981660778824774;TSLA;p1
2023-06-12;0.021974491562613167;TSLA;p1
2023-06-13;0.03492701634188564;TSLA;p1
2023-06-14;-0.007449046704933148;TSLA;p1
2023-06-15;-0.0034719442089692484;TSLA;p1
2023-06-16;0.01796971375181672;TSLA;p1
2023-06-20;0.05201270640767318;TSLA;p1
2023-06-21;-0.05616662426467672;TSLA;p1
2023-06-22;0.019654473293680905;TSLA;p1
2023-06-23;-0.03073851253541729;TSLA;p1
2023-06-26;-0.06251408245574486;TSLA;p1
2023-06-27;0.03729619858071868;TSLA;p1
2023-06-28;0.023813875097039847;TSLA;p1
2023-06-29;0.004905252914132209;TSLA;p1
2023-06-30;0.016446493545468958;TSLA;p1
2023-07-03;0.06668035183063045;TSLA;p1
2023-07-05;0.009461225032650612;TSLA;p1
2023-07-06;-0.02125228365266279;TSLA;p1
2023-07-07;-0.007659314226953743;TSLA;p1
2023-07-10;-0.01771977662648564;TSLA;p1
2023-07-11;0.0006674942605875906;TSLA;p1
2023-07-12;0.008121354742896705;TSLA;p1
2023-07-13;0.021496049775542363;TSLA;p1
2023-07-14;0.012444771516691934;TSLA;p1
2023-07-17;0.03148434056863512;TSLA;p1
2023-07-18;0.010141906463636843;TSLA;p1
2023-07-19;-0.00711596075110357;TSLA;p1
2023-07-20;-0.1024426640636013;TSLA;p1
2023-07-21;-0.011015199637560409;TSLA;p1
2023-07-24;0.03417588510139735;TSLA;p1
2023-07-25;-0.014148526638195701;TSLA;p1
2023-07-26;-0.003511861575139069;TSLA;p1
2023-07-27;-0.03322998965193553;TSLA;p1
2023-07-28;0.041105070589749985;TSLA;p1
2023-07-31;0.0037087357528333273;TSLA;p1
2023-08-01;-0.02406922380883306;TSLA;p1
2023-08-02;-0.027021352113566002;TSLA;p1
2023-08-03;0.020295602012260543;TSLA;p1
2023-08-04;-0.021279912186420162;TSLA;p1
2023-08-07;-0.009538785882980292;TSLA;p1
2023-08-08;-0.00698396541730477;TSLA;p1
2023-08-09;-0.030537632908455258;TSLA;p1
2023-08-10;0.012922436522360333;TSLA;p1
2023-08-11;-0.011024937980288016;TSLA;p1
2023-08-14;-0.011981650600334395;TSLA;p1
2023-08-15;-0.028771606269163794;TSLA;p1
2023-08-16;-0.03210324714965498;TSLA;p1
2023-08-17;-0.02868774932252366;TSLA;p1
2023-08-18;-0.017161267109647337;TSLA;p1
2023-08-21;0.07071456218373605;TSLA;p1
2023-08-22;0.00822448994977978;TSLA;p1
2023-08-23;0.015615669490355368;TSLA;p1
2023-08-24;-0.02921607421029239;TSLA;p1
2023-08-25;0.036493404628287436;TSLA;p1
2023-08-28;0.0009635784854130897;TSLA;p1
2023-08-29;0.07406603958973092;TSLA;p1
2023-08-30;-0.001089320005828064;TSLA;p1
2023-08-31;0.004582681990043304;TSLA;p1
2023-09-01;-0.05197055872941742;TSLA;p1
2023-09-05;0.04579063580383254;TSLA;p1
2023-09-06;-0.017978069897591802;TSLA;p1
2023-09-07;-0.0017083203640211426;TSLA;p1
2023-09-08;-0.01196040362366716;TSLA;p1
2023-09-11;0.09615118904304938;TSLA;p1
2023-09-12;-0.022549196320499374;TSLA;p1
2023-09-13;0.01418033641106544;TSLA;p1
2023-09-14;0.017320639037477315;TSLA;p1
2023-09-15;-0.0059953082833390835;TSLA;p1
2023-09-18;-0.03376463807907184;TSLA;p1
2023-09-19;0.004588376260533905;TSLA;p1
2023-09-20;-0.014780377139554338;TSLA;p1
2023-09-21;-0.026588996104119158;TSLA;p1
2023-09-22;-0.043236555785455495;TSLA;p1
2023-09-25;0.008579557642104906;TSLA;p1
2023-09-26;-0.011687984544270934;TSLA;p1
2023-09-27;-0.014939798128788435;TSLA;p1
2023-09-28;0.0241549898062297;TSLA;p1
2023-09-29;0.015465456415727708;TSLA;p1
2023-10-02;0.005500013317318054;TSLA;p1
2023-10-03;-0.020356864105244222;TSLA;p1
2023-10-04;0.05764957536105983;TSLA;p1
2023-10-05;-0.0042593870629195184;TSLA;p1
2023-10-06;0.0018441397469999051;TSLA;p1
2023-10-09;-0.0033063672235030548;TSLA;p1
2023-10-10;0.015097007960672728;TSLA;p1
2023-10-11;-0.0023926822540326844;TSLA;p1
2023-10-12;-0.015789985181823882;TSLA;p1
2023-10-13;-0.030395093236742683;TSLA;p1
2023-10-16;0.011088356477393282;TSLA;p1
2023-10-17;0.003655911168542864;TSLA;p1
2023-10-18;-0.04893148784195894;TSLA;p1
2023-10-19;-0.09761624872658338;TSLA;p1
2023-10-20;-0.037588294506417;TSLA;p1
2023-10-23;0.00042444095402800134;TSLA;p1
2023-10-24;0.020719371046622376;TSLA;p1
2023-10-25;-0.01911750338776431;TSLA;p1
2023-10-26;-0.031855023921114375;TSLA;p1
2023-10-27;0.007456619810883741;TSLA;p1
2023-10-30;-0.0491375588495086;TSLA;p1
2023-10-31;0.017479077618859314;TSLA;p1
2023-11-01;0.02371578467512363;TSLA;p1
2023-11-02;0.06060741733192271;TSLA;p1
2023-11-03;0.0066139872231546415;TSLA;p1
2023-11-06;-0.0031418755173999516;TSLA;p1
2023-11-07;0.013183964542986627;TSLA;p1
2023-11-08;-0.0003150737899407528;TSLA;p1
2023-11-09;-0.056160489658582134;TSLA;p1
2023-11-10;0.021996498496030296;TSLA;p1
2023-11-13;0.04134183399945281;TSLA;p1
2023-11-14;0.059438019477541446;TSLA;p1
2023-11-15;0.022614155469065075;TSLA;p1
2023-11-16;-0.03883534904080814;TSLA;p1
2023-11-17;0.0030349323976646067;TSLA;p1
2023-11-20;0.005533119144943252;TSLA;p1
2023-11-21;0.023490974516940124;TSLA;p1
2023-11-22;-0.029408274734311717;TSLA;p1
2023-11-24;0.005280386261856706;TSLA;p1
2023-11-27;0.0026721746625813217;TSLA;p1
2023-11-28;0.04408335693193017;TSLA;p1
2023-11-29;-0.010512266581044115;TSLA;p1
2023-11-30;-0.01676961998268328;TSLA;p1
2023-12-01;-0.005220199323597404;TSLA;p1
2023-12-04;-0.01370144313218934;TSLA;p1
2023-12-05;0.013240755825754019;TSLA;p1
2023-12-06;0.002719129460769398;TSLA;p1
2023-12-07;0.013568409275163597;TSLA;p1
2023-12-08;0.004933396614923965;TSLA;p1
2023-12-11;-0.016957231787828677;TSLA;p1
2023-12-12;-0.011452714531076777;TSLA;p1
2023-12-13;0.009573866272891631;TSLA;p1
2023-12-14;0.04797595720291628;TSLA;p1
2023-12-15;0.009711688394547188;TSLA;p1
2023-12-18;-0.0056173183184346845;TSLA;p1
2023-12-19;0.020185249870892544;TSLA;p1
2023-12-20;-0.0399767793773106;TSLA;p1
2023-12-21;0.029345860784192233;TSLA;p1
2023-12-22;-0.007731210565404946;TSLA;p1
2023-12-26;0.01598774007390915;TSLA;p1
2023-12-27;0.018647455510860632;TSLA;p1
2023-12-28;-0.032104151730159784;TSLA;p1
2023-12-29;-0.018738327073791184;TSLA;p1
2024-01-02;-0.00024148746074577508;TSLA;p1
2024-01-03;-0.04096122279932548;TSLA;p1
2024-01-04;-0.0021831499656647054;TSLA;p1
2024-01-05;-0.0018509415250833076;TSLA;p1
2024-01-08;0.012386614576639277;TSLA;p1
2024-01-09;-0.023096839566935645;TSLA;p1
2024-01-10;-0.004350632806278706;TSLA;p1
2024-01-11;-0.029145966144498332;TSLA;p1
2024-01-12;-0.03734939877742937;TSLA;p1
2024-01-16;0.004649070658851297;TSLA;p1
2024-01-17;-0.020025473044372827;TSLA;p1
2024-01-18;-0.017172815629643214;TSLA;p1
2024-01-19;0.0014620115002590317;TSLA;p1
2024-01-22;-0.016105240597581734;TSLA;p1
2024-01-23;0.0016270106278732431;TSLA;p1
2024-01-24;-0.006283434610725192;TSLA;p1
2024-01-25;-0.12925817170128795;TSLA;p1
2024-01-26;0.003389065826718794;TSLA;p1
2024-01-29;0.04105548959785763;TSLA;p1
2024-01-30;0.0034508226289791306;TSLA;p1
2024-01-31;-0.022699471099276523;TSLA;p1
2024-02-01;0.008347821172369478;TSLA;p1
2024-02-02;-0.005042858776994556;TSLA;p1
2024-02-05;-0.03713468972636411;TSLA;p1
2024-02-06;0.02206779799027196;TSLA;p1
2024-02-07;0.013309178288648728;TSLA;p1
2024-02-08;0.010500153377802503;TSLA;p1
2024-02-09;0.02093365777497024;TSLA;p1
2024-02-12;-0.02850600281752684;TSLA;p1
2024-02-13;-0.022088768605910858;TSLA;p1
2024-02-14;0.02516701014711292;TSLA;p1
2024-02-15;0.06035334314528131;TSLA;p1
2024-02-16;-0.0024975038337594173;TSLA;p1
2024-02-20;-0.031447068575792124;TSLA;p1
2024-02-21;0.005199145723306879;TSLA;p1
2024-02-22;0.013463405650618309;TSLA;p1
2024-02-23;-0.027943686650054866;TSLA;p1
2024-02-26;0.03797371074003026;TSLA;p1
2024-02-27;0.001653606167566249;TSLA;p1
2024-02-28;0.011499231283567918;TSLA;p1
2024-02-29;-0.0007921787106965236;TSLA;p1
2024-03-01;0.0037575170226514664;TSLA;p1
2024-03-04;-0.07424463938175002;TSLA;p1
2024-03-05;-0.04012679843323044;TSLA;p1
2024-03-06;-0.023512123304642613;TSLA;p1
2024-03-07;0.01188110874296599;TSLA;p1
2024-03-08;-0.018701625030085045;TSLA;p1
2024-03-11;0.013763678693560029;TSLA;p1
2024-03-12;-0.0012947061441473569;TSLA;p1
2024-03-13;-0.04646099727496628;TSLA;p1
2024-03-14;-0.042056898779332184;TSLA;p1
2024-03-15;0.006563076277915342;TSLA;p1
2024-03-18;0.060664152342604714;TSLA;p1
2024-03-19;-0.014372034891457558;TSLA;p1
2024-03-20;0.025017133837829976;TSLA;p1
2024-03-21;-0.016299696542812377;TSLA;p1
2024-03-22;-0.01158171211632812;TSLA;p1
2024-03-25;0.010481683435756076;TSLA;p1
2024-03-26;0.0287772826285837;TSLA;p1
2024-03-27;0.012084083617363902;TSLA;p1
2024-03-28;-0.02272190773999231;TSLA;p1
2024-04-01;-0.0032477284143495326;TSLA;p1
2024-04-02;-0.05026651935105258;TSLA;p1
2024-04-03;0.010447544054431742;TSLA;p1
